Grand Est,3.756355,48.506529,Lot 3 centre cial Belle Id�e,10100,ROMILLY SUR SEINE,,,,,,,lundi : 09h15 - 19h15<br>mardi : 09h15 - 19h15<br>mercredi : 09h15 - 19h15<br>jeudi : 09h15 - 19h15<br>vendredi : 09h15 - 19h15<br>samedi : 09h15 - 19h15,,Pressing Bel'Id�e,T�l : 03 25 25 80 96,325258096,Service de nettoyage - Lavage de tissus d'ameublement - Retouche express,"https://maps.googleapis.com/maps/api/geocode/xml?address=Lot+3+centre+cial+Belle+idee,10100,ROMiLLY+SUR+SEiNE%&key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Occitanie,2.753108,43.186246,Zone Industrielle Corbia r�sid Sud 12 r Romains,11200,L�ZIGNAN CORBI�RES,,15,13.4,5.2,,,lundi : 08h30 - 18h30<br>mardi : 08h30 - 18h30<br>mercredi : 08h30 - 18h30<br>jeudi : 08h30 - 18h30<br>vendredi : 08h30 - 18h30<br>samedi : 08h30 - 18h30,,Pressing Nadia,T�l : 04 68 27 64 75,468276475,Nettoyage �cologique - Repassage - Teinturerie - Nettoyage de tapis - Nettoyage de rideaux - Nettoyage du daim - Nettoyage du cuir - Livraison � domicile - Retouches - Couture,"https://maps.googleapis.com/maps/api/geocode/xml?address=Zone+industrielle+Corbia+resid+Sud+12+r+Romains,11200,LeZiGNAN+CORBieRES%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,5.390656,43.281361,Le Diamant A r Louis R�ge,13008,MARSEILLE,,,,,,,lundi : 08h00 - 12h30 et 14h00 - 19h00<br>mardi : 08h00 - 12h30 et 14h00 - 19h00<br>mercredi : 08h00 - 12h30 et 14h00 - 19h00<br>jeudi : 08h00 - 12h30 et 14h00 - 19h00<br>vendredi : 08h00 - 12h30 et 14h00 - 19h00<br>samedi : 08h00 - 12h30 et 14h00 - 19h00,,Alexvalto,T�l : 04 91 41 38 73,,Nettoyage �cologique - Repassage - Teinturerie - Nettoyage de tapis - Nettoyage de rideaux - Nettoyage du daim - Nettoyage du cuir,"https://maps.googleapis.com/maps/api/geocode/xml?address=Le+Diamant+A+r+Louis+Rege,13008,MARSEiLLE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,43.5242168,5.4405474,1 Boulevard Victor Coq,13090,AIX EN PROVENCE,ChIJ7bU2wJ6NyRIRgi3W2GSSySQ,,,,,,lundi : 08h00 - 19h00<br>mardi : 08h00 - 19h00<br>mercredi : 08h00 - 19h00<br>jeudi : 08h00 - 19h00<br>vendredi : 08h00 - 19h00<br>samedi : 08h00 - 19h00,,Pressing Clean Plus,T�l : 04 42 93 34 40,442933440,,"https://maps.googleapis.com/maps/api/geocode/xml?address=1+bd+Victor+Coq,13090,AiX+EN+PROVENCE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,5.46324,43.514226,r�sid Beausoleil b�t D 196 av Henri Mauriat,13100,AIX EN PROVENCE,,,,,,,lundi : 08h00 - 12h30 et 14h30 - 18h30<br>mardi : 08h00 - 12h30 et 14h30 - 18h30<br>mercredi : 08h00 - 12h30 et 14h30 - 18h30<br>jeudi : 08h00 - 12h30 et 14h30 - 18h30<br>vendredi : 08h00 - 12h30 et 14h30 - 18h30<br>samedi : 08h00 - 12h30 et 14h30 - 18h30,,Ratiananahary Serge,T�l : 04 42 26 22 88,442262288,Nettoyage �cologique - Repassage - Teinturerie - Livraison � domicile,"https://maps.googleapis.com/maps/api/geocode/xml?address=resid+Beausoleil+bat+D+196+av+Henri+Mauriat,13100,AiX+EN+PROVENCE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,5.370748,43.491087,b�t Tertia 1 5 r Charles Duchesne,13100,AIX EN PROVENCE,,,,,,,lundi : 08h00 - 18h00<br>mardi : 08h00 - 18h00<br>mercredi : 08h00 - 18h00<br>jeudi : 08h00 - 18h00<br>vendredi : 08h00 - 17h30,,Atout Repassage,T�l : 04 42 24 46 36,442244636,,"https://maps.googleapis.com/maps/api/geocode/xml?address=bat+Tertia+1+5+r+Charles+Duchesne,13100,AiX+EN+PROVENCE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,5.472506,43.429659,Centre Commercial chem Fabres,13105,MIMET,,,,,,,mardi : 09h00 - 13h00 et 14h30 - 19h30<br>mercredi : 09h00 - 13h00 et 14h30 - 19h30<br>jeudi : 09h00 - 13h00 et 14h30 - 19h30<br>vendredi : 09h00 - 13h00 et 14h30 - 19h30<br>samedi : 09h00 - 13h00 et 14h30 - 19h30,,Aqua Blue.,T�l : 04 42 95 43 68,442954368,,"https://maps.googleapis.com/maps/api/geocode/xml?address=Centre+Commercial+chem+Fabres,13105,MiMET%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,43.4121928,5.0014717,Centre commercial Carrefour Port de Bouc,13110,PORT DE BOUC,ChIJ-bDoQ-EethIRjFE5hYH6h7s,19,,,,www.pressingpremiereclasse.fr,lundi : 09h00 - 19h30<br>mardi : 09h00 - 19h30<br>mercredi : 09h00 - 19h30<br>jeudi : 09h00 - 19h30<br>vendredi : 09h00 - 19h30<br>samedi : 09h00 - 19h30,,Pressing Premi�re Classe,,,Nettoyage �cologique - Repassage - Nettoyage de tapis - Nettoyage de rideaux - Nettoyage du daim - Nettoyage du cuir - Retouches - Couture,"https://maps.googleapis.com/maps/api/geocode/xml?address=Centre+Cial+Carrefour+av+Clement+Mille,13110,PORT+DE+BOUC%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,5.595885,43.389658,Route Departementale 96 quart Souque N�gre,13112,LA DESTROUSSE,,,,,,,mardi : 09h00 - 19h00<br>mercredi : 09h00 - 19h00<br>jeudi : 09h00 - 19h00<br>vendredi : 09h00 - 19h00<br>samedi : 09h00 - 18h30,,Aqua Blue,Mobile : 06 78 52 04 76,678520476,Nettoyage �cologique - Nettoyage de tapis - Nettoyage de rideaux - Nettoyage du daim - Nettoyage du cuir,"https://maps.googleapis.com/maps/api/geocode/xml?address=Route+Departementale+96+quart+Souque+Negre,13112,LA+DESTROUSSE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,5.00188,43.582586,Ecopress 9 r Carnot,13140,MIRAMAS,,,,,,,,,Swiecicki Pascale,T�l : 04 90 58 50 87,490585087,,"https://maps.googleapis.com/maps/api/geocode/xml?address=Ecopress+9+r+Carnot,13140,MiRAMAS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,4.803729,43.634405,ZAC du Cabrau 20 r M�rinos,13310,SAINT MARTIN DE CRAU,,,,,,,lundi : 14h00 - 19h00<br>mardi : 08h30 - 12h00 et 14h30 - 19h00<br>mercredi : 08h30 - 12h00 et 14h30 - 19h00<br>jeudi : 08h30 - 12h00 et 14h30 - 19h00<br>vendredi : 08h30 - 12h00 et 14h30 - 18h00<br>samedi : 09h00 - 12h00 et 15h00 - 18h00,,Blanchisserie De La Crau,T�l : 09 81 82 80 91,981828091,,"https://maps.googleapis.com/maps/api/geocode/xml?address=ZAC+du+Cabrau+20+r+Merinos,13310,SAiNT+MARTiN+DE+CRAU%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,43.2850229,5.5925672,Centre Creacti,13400,AUBAGNE,ChIJL-fnBXKjyRIR9gfvZ1hWg00,,,,,,lundi : 08h00 - 13h00 et 14h00 - 17h00<br>mardi : 08h00 - 18h30<br>mercredi : 08h00 - 18h30<br>jeudi : 08h00 - 18h30<br>vendredi : 08h00 - 18h30<br>samedi : 09h00 - 13h00 et 14h00 - 17h00,,Panier � Linge ,T�l : 04 42 70 30 30,442703030,,"https://maps.googleapis.com/maps/api/geocode/xml?address=zi+Les+Paluds+bat+C+58+av+Caniers,13400,AUBAGNE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,5.336988,43.469972,6 pl G�n Charles de Gaulle,13480,CABRI�S,,24,,,,,mardi : 08h00 - 12h30 et 15h30 - 19h00<br>mercredi : 08h00 - 12h30 et 15h30 - 19h00<br>jeudi : 08h00 - 12h30 et 15h30 - 19h00<br>vendredi : 08h00 - 12h30 et 15h30 - 19h00<br>samedi : 08h30 - 12h30 et 16h00 - 19h00,,Calas Pressing,,442691896,Nettoyage �cologique - Repassage - Nettoyage de tapis - Nettoyage de rideaux - Nettoyage du daim - Nettoyage du cuir,"https://maps.googleapis.com/maps/api/geocode/xml?address=6+pl+Gen+Charles+de+Gaulle,13480,CABRieS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,4.80262209,43.7260966,4 Clos De La Mussargue 4 rte Baux,13520,MAUSSANE LES ALPILLES,,,,,,,,,Eco Pressing SMC,,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=4+Clos+De+La+Mussargue+4+rte+Baux,13520,MAUSSANE+LES+ALPiLLES%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-C�te d'Azur,43.4378200,5.5453590,Boulevard Salvador Allende,13850,GR�ASQUE,Ei1Cb3VsZXZhcmQgU2FsdmFkb3IgQWxsZW5kZSwgR3LDqWFzcXVlLCBGcmFuY2U,,,,,,mardi : 09h00 - 19h00<br>mercredi : 09h00 - 19h00<br>jeudi : 09h00 - 19h00<br>vendredi : 09h00 - 19h00<br>samedi : 09h00 - 18h00,,Interpressing,T�l : 04 42 69 92 43,442699243,Repassage - Nettoyage de tapis - Nettoyage de rideaux - Nettoyage du daim - Nettoyage du cuir - Retouches,"https://maps.googleapis.com/maps/api/geocode/xml?address=bd+Salvador+Allende,13850,GReASQUE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Normandie,-0.02824,49.02217,Ccal Casino 11 r Lisieux,14170,SAINT PIERRE SUR DIVES,,,,,,,lundi : 09h00 - 19h00<br>mardi : 09h00 - 19h00<br>mercredi : 09h00 - 12h00<br>jeudi : 09h00 - 19h00<br>vendredi : 09h00 - 19h00<br>samedi : 09h00 - 19h00,,Pressing Net Sec,T�l : 02 31 20 20 21,231202021,,"https://maps.googleapis.com/maps/api/geocode/xml?address=Ccal+Casino+11+r+Lisieux,14170,SAiNT+PiERRE+SUR+DiVES%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Normandie,49.1933050,-0.3271106,Boulevard de la Paix,14200,H�ROUVILLE SAINT CLAIR,EjVCb3VsZXZhcmQgZGUgbGEgUGFpeCwgSMOpcm91dmlsbGUtU2FpbnQtQ2xhaXIsIEZyYW5jZQ,,,,,,,,PRESSING DE CALIX AQUA NETTOYAGE,Mobile : 06 29 02 72 50,629027250,Nettoyage de rideaux - Repassage - Blanchisserie,"https://maps.googleapis.com/maps/api/geocode/xml?address=9002+bd+Paix,14200,HeROUViLLE+SAiNT+CLAiR%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Normandie,49.2968814,-0.3807683,Voie des Alli�s,14440,DOUVRES LA D�LIVRANDE,EjBWb2llIGRlcyBBbGxpw6lzLCBEb3V2cmVzLWxhLUTDqWxpdnJhbmRlLCBGcmFuY2U,,,,,,lundi : 09h00 - 12h30 et 14h30 - 19h00<br>mardi : 09h00 - 12h30 et 14h30 - 19h00<br>mercredi : 09h00 - 12h30 et 14h30 - 19h00<br>jeudi : 09h00 - 12h30 et 14h30 - 19h00<br>vendredi : 09h00 - 12h30 et 14h30 - 19h00<br>samedi : 09h00 - 13h00 et 14h00 - 18h00,,FLASH PRESSING,Dourdan Dominique  T�l : 02 31 37 22 00,231372200,,"https://maps.googleapis.com/maps/api/geocode/xml?address=voie+Allies,14440,DOUVRES+LA+DeLiVRANDE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
